No,Fixture,Home,Away,Event,Sub Event,Player,Player Id,Sub Player,Sub Player Id,Agent,time,Team,Narration,Moment,Minute,Second,Action,Quater,
431,8979,Muranga Seal,Ulinzi Stars,Throw-out,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Throw-out For Muranga Seal,secondhalf,75,13,,61-75,   
432,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,75,18,,61-75,   
433,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Incomplete,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,secondhalf,75,38,,61-75,   
434,8979,Muranga Seal,Ulinzi Stars,Foul,Committed,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,75,41,,61-75,   
435,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,secondhalf,76,6,,76-90,   
436,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,76,9,,76-90,   
437,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,76,25,,76-90,   
438,8979,Muranga Seal,Ulinzi Stars,Short GK,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Short GK For Muranga Seal,secondhalf,76,44,,76-90,   
439,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,76,48,,76-90,   
440,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,77,8,,76-90,   
441,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,77,12,,76-90,   
442,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,77,15,,76-90,   
443,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,secondhalf,77,27,,76-90,   
444,8979,Muranga Seal,Ulinzi Stars,Cross Left,Incomplete,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Cross Left For Muranga Seal,secondhalf,77,35,,76-90,   
445,8979,Muranga Seal,Ulinzi Stars,Corner,Inswinging,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Corner For Muranga Seal,secondhalf,78,59,,76-90,   
446,8979,Muranga Seal,Ulinzi Stars,Cross Right,Incomplete,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Cross Right For Muranga Seal,secondhalf,79,13,,76-90,   
447,8979,Muranga Seal,Ulinzi Stars,Foul,Committed,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,79,18,,76-90,   
448,8979,Muranga Seal,Ulinzi Stars,Card,Yellow,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Card For Muranga Seal,secondhalf,79,33,,76-90,   
449,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,80,38,,76-90,   
450,8979,Muranga Seal,Ulinzi Stars,Claims,Punch,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Claims For Muranga Seal,secondhalf,80,53,,76-90,   
451,8979,Muranga Seal,Ulinzi Stars,Foul,Won 2/3,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,81,14,,76-90,   
452,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 2/3,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,secondhalf,81,20,,76-90,   
453,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,82,7,,76-90,   
454,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,82,7,,76-90,   
455,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,82,11,,76-90,   
456,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,82,27,,76-90,   
457,8979,Muranga Seal,Ulinzi Stars,Foul,Committed,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,82,31,,76-90,   
458,8979,Muranga Seal,Ulinzi Stars,Interceptions,Own half,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Interceptions For Muranga Seal,secondhalf,82,44,,76-90,   
459,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,82,45,,76-90,   
460,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,82,48,,76-90,   
461,8979,Muranga Seal,Ulinzi Stars,Dribbles,Incomplete,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Dribbles For Muranga Seal,secondhalf,83,7,,76-90,   
462,8979,Muranga Seal,Ulinzi Stars,Ball,Own won,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,83,46,,76-90,   
463,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,83,49,,76-90,   
464,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,83,51,,76-90,   
465,8979,Muranga Seal,Ulinzi Stars,Pass,,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,83,53,,76-90,   
466,8979,Muranga Seal,Ulinzi Stars,Pass,,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,84,2,,76-90,   
467,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,84,8,,76-90,   
468,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,84,13,,76-90,   
469,8979,Muranga Seal,Ulinzi Stars,Pass,,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,84,16,,76-90,   
470,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,secondhalf,84,21,,76-90,   
471,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,secondhalf,84,53,,76-90,   
472,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,84,59,,76-90,   
473,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,secondhalf,85,8,,76-90,   
474,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,85,11,,76-90,   
475,8979,Muranga Seal,Ulinzi Stars,Foul,Committed,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,85,25,,76-90,   
476,8979,Muranga Seal,Ulinzi Stars,Run-outs,Successfully,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Run-outs For Muranga Seal,secondhalf,85,41,,76-90,   
477,8979,Muranga Seal,Ulinzi Stars,Throw-out,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Throw-out For Muranga Seal,secondhalf,85,46,,76-90,   
478,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,85,47,,76-90,   
479,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,85,50,,76-90,   
480,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,85,53,,76-90,   
481,8979,Muranga Seal,Ulinzi Stars,Substitute,,Victor Haki,11373,Paul Osama,19436,Michael William,9/21/2025,Muranga Seal,Substitute For Muranga Seal,secondhalf,87,52,,76-90,   
482,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,87,58,,76-90,   
483,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,87,59,,76-90,   
484,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,88,3,,76-90,   
485,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Paul Osama,19436,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,88,9,,76-90,   
486,8979,Muranga Seal,Ulinzi Stars,Clearances,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,secondhalf,88,18,,76-90,   
487,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,88,41,,76-90,   
488,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,88,46,,76-90,   
489,8979,Muranga Seal,Ulinzi Stars,Clearances,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,secondhalf,88,53,,76-90,   
490,8979,Muranga Seal,Ulinzi Stars,Goal Conceded,Corner,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Goal Conceded For Muranga Seal,secondhalf,90,0,,76-90,   
491,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,90,52,,76-90,   
492,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Incomplete,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,secondhalf,91,0,,76-90,   
493,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,secondhalf,91,11,,76-90,   
494,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,secondhalf,91,21,,76-90,   
495,8979,Muranga Seal,Ulinzi Stars,Pass,,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,91,23,,76-90,   
496,8979,Muranga Seal,Ulinzi Stars,Pass,,Paul Osama,19436,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,91,31,,76-90,   
497,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Thadeas Pkemoi,19432,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,secondhalf,91,35,,76-90,   
498,8979,Muranga Seal,Ulinzi Stars,Blocks,Shot,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Blocks For Muranga Seal,secondhalf,91,51,,76-90,   
499,8979,Muranga Seal,Ulinzi Stars,Pass,,Mark Mwaniki,19437,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,91,55,,76-90,   
500,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,91,57,,76-90,   
501,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,92,52,,76-90,   
502,8979,Muranga Seal,Ulinzi Stars,Pass,,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,secondhalf,92,56,,76-90,   
503,8979,Muranga Seal,Ulinzi Stars,Foul,Won 2/3,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,secondhalf,93,11,,76-90,   
504,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 2/3,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,secondhalf,93,27,,76-90,   
505,8979,Muranga Seal,Ulinzi Stars,Clearances,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,secondhalf,93,50,,76-90,   
506,8979,Muranga Seal,Ulinzi Stars,Clearances,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,secondhalf,94,29,,76-90,   
507,8979,Muranga Seal,Ulinzi Stars,Long GK,Incomplete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Long GK For Muranga Seal,secondhalf,95,1,,76-90,   
